,seqnames,start,end,width,strand,Conc,Conc_0.mM,Conc_10.mM,Fold,p.value,FDR
21231,chr1,246837705,246838205,501,*,4.24,3.65,4.66,-1.01,0.00759,0.0444
21232,chr6,138815771,138816454,684,*,5.07,4.62,5.41,-0.79,0.00759,0.0444
21233,chr12,101018527,101019027,501,*,3.57,2.74,4.09,-1.35,0.0076,0.0444
21235,chr2,223759497,223759997,501,*,4.07,3.4,4.52,-1.12,0.0076,0.0444
21236,chr20,49823466,49823966,501,*,6.24,5.91,6.51,-0.6,0.0076,0.0444
21238,chr2,113858704,113859204,501,*,4.4,3.82,4.81,-0.99,0.0076,0.0444
21239,chr14,73570923,73571423,501,*,5.86,5.47,6.16,-0.69,0.0076,0.0444
21240,chr17,34171199,34171699,501,*,5.78,5.38,6.08,-0.7,0.00761,0.0445
21241,chr3,137258956,137259456,501,*,4.43,3.84,4.85,-1.01,0.00761,0.0445
21243,chr3,14235012,14235512,501,*,4.66,4.12,5.06,-0.94,0.00761,0.0445
21244,chr9,121538176,121538676,501,*,6.46,6.15,6.71,-0.56,0.00761,0.0445
21245,chr14,56686461,56686961,501,*,4.38,3.76,4.81,-1.04,0.00761,0.0445
21246,chr21,35508301,35508801,501,*,6.13,5.78,6.41,-0.63,0.00762,0.0445
21250,chr3,14791023,14791820,798,*,6.32,6.01,6.57,-0.56,0.00762,0.0445
21252,chr7,44618707,44619207,501,*,4.7,4.18,5.09,-0.91,0.00762,0.0445
21254,chr14,105687885,105688385,501,*,5.15,4.69,5.5,-0.82,0.00763,0.0446
21255,chr8,122673452,122673952,501,*,6.12,5.8,6.39,-0.59,0.00763,0.0446
21256,chr15,72312569,72313069,501,*,6.05,5.73,6.31,-0.58,0.00763,0.0446
21257,chr6,150293397,150293897,501,*,3.94,3.19,4.43,-1.24,0.00763,0.0446
21258,chr2,215619993,215620493,501,*,6.01,5.65,6.29,-0.64,0.00764,0.0446
21259,chr5,14258032,14258532,501,*,4.53,3.95,4.94,-0.99,0.00764,0.0446
21260,chr12,121933711,121934211,501,*,4.2,3.57,4.64,-1.06,0.00764,0.0446
21261,chr11,114346742,114347398,657,*,4.69,4.03,5.15,-1.12,0.00764,0.0446
21262,chr4,57101118,57101618,501,*,4.05,3.32,4.53,-1.21,0.00764,0.0446
21264,chr2,207121695,207122195,501,*,3.98,3.3,4.44,-1.14,0.00764,0.0446
21266,chr4,95318406,95318906,501,*,3.62,2.76,4.15,-1.39,0.00765,0.0446
21267,chr7,48486623,48487123,501,*,3.96,3.18,4.46,-1.27,0.00765,0.0446
21268,chr2,48286587,48287087,501,*,4.91,4.41,5.28,-0.87,0.00765,0.0446
21269,chr19,10037525,10038025,501,*,4.33,3.72,4.76,-1.04,0.00765,0.0446
21270,chr9,124197219,124197719,501,*,5.6,5.22,5.89,-0.68,0.00765,0.0446
21271,chr4,17347330,17347830,501,*,4.54,4.02,4.92,-0.9,0.00765,0.0446
21272,chr3,15982825,15983325,501,*,6.17,5.84,6.43,-0.6,0.00765,0.0446
21273,chr21,17436660,17437160,501,*,3.68,2.78,4.23,-1.45,0.00765,0.0446
21274,chr1,143720449,143720949,501,*,7.86,7.59,8.09,-0.5,0.00765,0.0446
21275,chr7,129888662,129889584,923,*,4.49,3.82,4.95,-1.14,0.00765,0.0446
21277,chr16,50372978,50373478,501,*,6.68,6.36,6.94,-0.58,0.00766,0.0447
21278,chr13,51199792,51200292,501,*,4.69,4.17,5.07,-0.9,0.00766,0.0447
21279,chr17,41040908,41041408,501,*,4.36,3.76,4.79,-1.03,0.00766,0.0447
21280,chr20,9323546,9324046,501,*,4.26,3.63,4.69,-1.06,0.00766,0.0447
21281,chr10,31620607,31621107,501,*,4.5,3.95,4.89,-0.94,0.00766,0.0447
21282,chr8,129535699,129536673,975,*,6.31,5.97,6.59,-0.62,0.00766,0.0447
21285,chr14,64619335,64619835,501,*,5.87,5.54,6.14,-0.61,0.00766,0.0447
21288,chr7,132072760,132073260,501,*,5.21,4.8,5.52,-0.72,0.00767,0.0447
21289,chr9,116156843,116157343,501,*,4.79,4.29,5.16,-0.87,0.00767,0.0447
21290,chr19,46221831,46222570,740,*,7.08,6.81,7.31,-0.5,0.00767,0.0447
21291,chr2,221495084,221495584,501,*,3.96,3.19,4.45,-1.26,0.00767,0.0447
21292,chr7,128783212,128783712,501,*,6.25,5.93,6.52,-0.59,0.00767,0.0447
21294,chr10,21402305,21402805,501,*,4.7,4.18,5.08,-0.9,0.00768,0.0448
21295,chr12,103560491,103560991,501,*,7.11,6.79,7.37,-0.58,0.00768,0.0448
21296,chr5,11377806,11378306,501,*,4.17,3.5,4.62,-1.12,0.00768,0.0448
21298,chr16,51538955,51539455,501,*,7.15,6.85,7.4,-0.55,0.00768,0.0448
21299,chr5,114989527,114990027,501,*,4.66,4.13,5.04,-0.91,0.00768,0.0448
21301,chr20,36128436,36128936,501,*,5.64,5.19,5.97,-0.78,0.00768,0.0448
21302,chr8,116788296,116788796,501,*,4.34,3.71,4.77,-1.06,0.00769,0.0448
21303,chr6,7153730,7154230,501,*,4.1,3.47,4.55,-1.08,0.00769,0.0448
21304,chr3,125381690,125382190,501,*,5.32,4.85,5.67,-0.82,0.00769,0.0448
21306,chr1,175155422,175155922,501,*,4.76,4.28,5.12,-0.84,0.00769,0.0448
21307,chr10,45249511,45250334,824,*,5.13,4.67,5.48,-0.81,0.00769,0.0448
21308,chr1,89466193,89466693,501,*,3.71,2.91,4.23,-1.32,0.00769,0.0448
21309,chr20,31972633,31973133,501,*,5.67,5.31,5.96,-0.66,0.00769,0.0448
21310,chr3,54225852,54226352,501,*,4.01,3.35,4.45,-1.1,0.00769,0.0448
21311,chr9,117535038,117535847,810,*,4.31,3.68,4.74,-1.06,0.00769,0.0448
21314,chr20,39289300,39289800,501,*,5.67,5.3,5.97,-0.67,0.0077,0.0448
21315,chr1,205143799,205144299,501,*,4.47,3.93,4.85,-0.92,0.0077,0.0448
21316,chrX,54774447,54774947,501,*,4.9,4.42,5.27,-0.85,0.0077,0.0448
21317,chr20,54062686,54063186,501,*,6.13,5.78,6.42,-0.64,0.0077,0.0448
21318,chr7,87143551,87144051,501,*,4.38,3.78,4.8,-1.02,0.0077,0.0448
21319,chr10,25036342,25036842,501,*,3.09,1.89,3.74,-1.84,0.0077,0.0448
21321,chr22,27170533,27171033,501,*,4.21,3.55,4.66,-1.11,0.00771,0.0449
21322,chr19,5377569,5378069,501,*,6.29,5.96,6.56,-0.6,0.00771,0.0449
21323,chr3,12719930,12720430,501,*,5.2,4.77,5.54,-0.77,0.00771,0.0449
21324,chr12,7768358,7768858,501,*,3.85,3.06,4.35,-1.29,0.00771,0.0449
21325,chr2,47121149,47121649,501,*,5.35,4.92,5.67,-0.75,0.00771,0.0449
21326,chr1,38040451,38040951,501,*,5.47,5.05,5.79,-0.74,0.00771,0.0449
21329,chr5,16160689,16161189,501,*,5.42,5.03,5.72,-0.7,0.00772,0.0449
21330,chrX,108167310,108167810,501,*,3.62,2.66,4.19,-1.53,0.00772,0.0449
21331,chr3,183168386,183168886,501,*,4.16,3.51,4.6,-1.09,0.00772,0.0449
21332,chr2,88349808,88350308,501,*,5.4,5.02,5.71,-0.69,0.00772,0.0449
21333,chr6,112879820,112880320,501,*,7.64,7.38,7.86,-0.49,0.00773,0.045
21335,chr6,85580630,85581130,501,*,4.7,4.21,5.06,-0.85,0.00773,0.045
21337,chr3,126156417,126156917,501,*,5.51,5.05,5.86,-0.81,0.00773,0.045
21339,chr9,116660998,116661498,501,*,6.12,5.78,6.38,-0.6,0.00774,0.045
21340,chr8,19437981,19438481,501,*,6.75,6.45,6.99,-0.54,0.00774,0.045
21342,chr17,15247998,15248498,501,*,5.15,4.72,5.48,-0.76,0.00774,0.045
21343,chr5,95843085,95843585,501,*,7.05,6.75,7.31,-0.56,0.00775,0.0451
21344,chr2,106789198,106789698,501,*,5.07,4.62,5.41,-0.79,0.00775,0.0451
21345,chr9,74760262,74760762,501,*,4.13,3.46,4.58,-1.13,0.00775,0.0451
21346,chr4,81564931,81565431,501,*,3.37,2.51,3.91,-1.4,0.00775,0.0451
21348,chr1,33763361,33763861,501,*,4.75,4.15,5.17,-1.02,0.00775,0.0451
21349,chr14,68843853,68844353,501,*,5.44,5.06,5.73,-0.67,0.00775,0.0451
21350,chr4,140237941,140238441,501,*,4.5,3.93,4.91,-0.98,0.00775,0.0451
21351,chr8,123579767,123580267,501,*,5.89,5.52,6.19,-0.67,0.00775,0.0451
21352,chr8,115333695,115334195,501,*,3.71,2.93,4.22,-1.29,0.00775,0.0451
21353,chr7,157635073,157635573,501,*,7.72,7.45,7.95,-0.5,0.00776,0.0451
21354,chr10,71912387,71912887,501,*,4.09,3.36,4.57,-1.21,0.00776,0.0451
21355,chr5,168278623,168279123,501,*,5.07,4.57,5.44,-0.87,0.00776,0.0451
21356,chr6,84263528,84264028,501,*,3.88,3.18,4.34,-1.16,0.00776,0.0451
21357,chr14,23727516,23728016,501,*,5.11,4.62,5.47,-0.85,0.00776,0.0451
21358,chr9,118595714,118596214,501,*,5.43,4.99,5.77,-0.78,0.00776,0.0451
21359,chr17,9576755,9577255,501,*,7.85,7.57,8.09,-0.52,0.00776,0.0451
21360,chr9,69946723,69947223,501,*,3.48,2.56,4.04,-1.48,0.00777,0.0451
21361,chr17,48590006,48590506,501,*,7.77,7.52,7.99,-0.47,0.00777,0.0451
21362,chr8,126817019,126817519,501,*,5.93,5.6,6.2,-0.6,0.00777,0.0451
21364,chr8,33507473,33507973,501,*,3.75,3,4.24,-1.24,0.00777,0.0451
21370,chr5,1183155,1183655,501,*,7,6.69,7.25,-0.56,0.00778,0.0452
21373,chr3,76561480,76561980,501,*,5.95,5.58,6.25,-0.67,0.00778,0.0452
21375,chr2,216221714,216222214,501,*,6.16,5.82,6.44,-0.61,0.00779,0.0452
21377,chr5,62233362,62233862,501,*,4.27,3.68,4.69,-1,0.00779,0.0452
21379,chr5,142015095,142015595,501,*,5.42,5.05,5.72,-0.68,0.00779,0.0453
21380,chr7,39810949,39811449,501,*,5.97,5.63,6.24,-0.61,0.0078,0.0453
21381,chr4,140130613,140131113,501,*,5.23,4.77,5.58,-0.81,0.0078,0.0453
21382,chr12,110908570,110909070,501,*,4.84,4.3,5.23,-0.93,0.0078,0.0453
21383,chr5,171946322,171946822,501,*,3.63,2.63,4.22,-1.58,0.0078,0.0453
21384,chr12,130160715,130161215,501,*,4.78,4.23,5.18,-0.94,0.00781,0.0453
21385,chr21,30882856,30883356,501,*,4.31,3.63,4.77,-1.14,0.00781,0.0453
21386,chr3,139280947,139281447,501,*,5.27,4.82,5.6,-0.78,0.00781,0.0453
21387,chr8,29874943,29875443,501,*,4.43,3.83,4.86,-1.03,0.00781,0.0453
21388,chr11,102761576,102762076,501,*,4.74,4.21,5.13,-0.91,0.00781,0.0453
21390,chr8,125698697,125699197,501,*,9.85,9.57,10.09,-0.52,0.00782,0.0454
21392,chr9,76431570,76432070,501,*,4.16,3.39,4.66,-1.27,0.00782,0.0454
21394,chr22,31977087,31977587,501,*,7.28,7.02,7.5,-0.48,0.00782,0.0454
21396,chr20,25372550,25373050,501,*,6.43,5.87,6.84,-0.97,0.00782,0.0454
21397,chr15,28984882,28985382,501,*,5.29,4.82,5.64,-0.82,0.00782,0.0454
21398,chr12,6167729,6168229,501,*,7.77,7.49,8,-0.51,0.00782,0.0454
21399,chr1,109821193,109821693,501,*,6.48,6.16,6.75,-0.59,0.00783,0.0454
21400,chr2,174051650,174052150,501,*,8.19,7.9,8.44,-0.54,0.00783,0.0454
21401,chr2,127196901,127197401,501,*,5.27,4.8,5.62,-0.81,0.00783,0.0454
21402,chr7,20219841,20220341,501,*,7.08,6.8,7.31,-0.51,0.00783,0.0454
21404,chr8,142693863,142694363,501,*,5.25,4.82,5.58,-0.76,0.00783,0.0454
21405,chr2,151851724,151852224,501,*,6.42,6.08,6.69,-0.61,0.00783,0.0454
21407,chr7,52311925,52312425,501,*,5.7,5.34,5.99,-0.65,0.00784,0.0454
21408,chr1,77948990,77949490,501,*,3.31,2.43,3.86,-1.43,0.00784,0.0455
21410,chr9,69549211,69549711,501,*,5.17,4.74,5.5,-0.76,0.00784,0.0455
21411,chr7,30816942,30817907,966,*,5.11,4.62,5.48,-0.85,0.00784,0.0455
21412,chr15,75225090,75225590,501,*,5.32,4.82,5.69,-0.87,0.00785,0.0455
21413,chr7,126803029,126803529,501,*,5.15,4.72,5.48,-0.75,0.00785,0.0455
21414,chr13,48769050,48769812,763,*,6.43,6.12,6.69,-0.57,0.00785,0.0455
21415,chr1,31010635,31011135,501,*,4.37,3.77,4.79,-1.02,0.00785,0.0455
21416,chr15,59274101,59274601,501,*,5.76,5.36,6.06,-0.7,0.00785,0.0455
21417,chr21,44892813,44893313,501,*,6.75,6.41,7.02,-0.61,0.00785,0.0455
21418,chr10,4034911,4035411,501,*,4.9,4.4,5.26,-0.86,0.00785,0.0455
21419,chr12,26746293,26746793,501,*,5.47,5.07,5.78,-0.71,0.00786,0.0455
21421,chr1,212636623,212637395,773,*,5.55,5.16,5.85,-0.69,0.00786,0.0455
21422,chr14,33915041,33915541,501,*,4.72,4.18,5.1,-0.92,0.00786,0.0456
21423,chr8,28631137,28631637,501,*,4.86,4.38,5.21,-0.83,0.00786,0.0456
21424,chr8,42254849,42255349,501,*,3.76,2.99,4.26,-1.27,0.00787,0.0456
21425,chr11,64444807,64445307,501,*,6.52,6.23,6.77,-0.54,0.00787,0.0456
21426,chr15,90648065,90648565,501,*,5.27,4.82,5.6,-0.78,0.00787,0.0456
21427,chr6,27684305,27684805,501,*,4.95,4.5,5.29,-0.8,0.00787,0.0456
21428,chr1,116737255,116737755,501,*,4.29,3.64,4.74,-1.1,0.00787,0.0456
21429,chr2,216478163,216478663,501,*,7.41,7.12,7.65,-0.53,0.00787,0.0456
21430,chr7,130865427,130865927,501,*,6.43,6.12,6.68,-0.56,0.00787,0.0456
21436,chr13,27379905,27380405,501,*,6.38,6.08,6.63,-0.55,0.00788,0.0456
21437,chr21,32423244,32423744,501,*,5.24,4.82,5.56,-0.74,0.00788,0.0456
21438,chr7,130648899,130649399,501,*,5.02,4.56,5.37,-0.81,0.00789,0.0457
21439,chr7,31134368,31134868,501,*,7.19,6.9,7.44,-0.55,0.00789,0.0457
21442,chr3,184620390,184620890,501,*,4.42,3.86,4.82,-0.96,0.00789,0.0457
21443,chrX,100980568,100981068,501,*,5.1,4.65,5.44,-0.8,0.00789,0.0457
21444,chr5,180315592,180316092,501,*,6.12,5.8,6.37,-0.57,0.00789,0.0457
21446,chr17,9924683,9925183,501,*,6.14,5.8,6.41,-0.61,0.0079,0.0457
21447,chr7,43108305,43108805,501,*,5.99,5.66,6.27,-0.61,0.0079,0.0457
21449,chr11,64675347,64675847,501,*,5.94,5.61,6.21,-0.6,0.0079,0.0457
21450,chr5,169374483,169374983,501,*,5.81,5.44,6.11,-0.67,0.0079,0.0457
21451,chr12,99135310,99135810,501,*,5.78,5.4,6.07,-0.67,0.00791,0.0458
21452,chr6,79672654,79673154,501,*,5.08,4.63,5.41,-0.78,0.00791,0.0458
21453,chr10,113609590,113610090,501,*,5.03,4.55,5.38,-0.83,0.00791,0.0458
21455,chr17,18946504,18947004,501,*,4.92,4.38,5.3,-0.92,0.00791,0.0458
21456,chrX,148044696,148045196,501,*,4.1,3.4,4.57,-1.17,0.00791,0.0458
21457,chr2,30708652,30709152,501,*,5.53,5.13,5.85,-0.72,0.00791,0.0458
21458,chr12,5002967,5003467,501,*,6.72,6.41,6.97,-0.56,0.00791,0.0458
21462,chr8,124525831,124526331,501,*,5.27,4.83,5.6,-0.77,0.00792,0.0458
21463,chr11,118053299,118053799,501,*,6.92,6.64,7.16,-0.52,0.00792,0.0458
21464,chr2,26704295,26704795,501,*,5.5,5.08,5.82,-0.75,0.00792,0.0458
21466,chr10,46228522,46229022,501,*,7.5,7.24,7.71,-0.48,0.00792,0.0458
21467,chr20,61205711,61206211,501,*,3.75,2.95,4.26,-1.31,0.00792,0.0458
21470,chr13,38309373,38309873,501,*,3.55,2.74,4.07,-1.33,0.00793,0.0458
21471,chr9,5339408,5339908,501,*,6.15,5.81,6.43,-0.62,0.00793,0.0458
21472,chr9,33143139,33143639,501,*,4.23,3.58,4.68,-1.1,0.00793,0.0458
21475,chr3,181106390,181106890,501,*,3.92,3.24,4.38,-1.14,0.00794,0.0459
21476,chr3,185423151,185423651,501,*,5.31,4.8,5.68,-0.88,0.00794,0.0459
21479,chr5,10678118,10678618,501,*,6.45,6.07,6.75,-0.68,0.00794,0.0459
21480,chr19,3152037,3152537,501,*,5.25,4.83,5.58,-0.75,0.00794,0.0459
21481,chr7,50962828,50963328,501,*,8.62,8.34,8.85,-0.51,0.00794,0.0459
21483,chr11,66429905,66430405,501,*,6.07,5.73,6.34,-0.62,0.00795,0.0459
21485,chr1,70132913,70133413,501,*,5.25,4.84,5.56,-0.73,0.00795,0.0459
21486,chr6,169899221,169899721,501,*,4.16,3.39,4.66,-1.27,0.00795,0.046
21488,chr12,110060138,110060638,501,*,7.07,6.76,7.32,-0.56,0.00796,0.046
21489,chr20,37992735,37993235,501,*,7.02,6.76,7.25,-0.49,0.00796,0.046
21490,chr13,80408173,80408673,501,*,4.47,3.86,4.9,-1.05,0.00796,0.046
21491,chr5,11048643,11049143,501,*,5.09,4.65,5.42,-0.76,0.00797,0.046
21492,chr3,189147925,189148425,501,*,5.98,5.63,6.25,-0.62,0.00797,0.046
21493,chr1,68230184,68230684,501,*,4.57,3.99,4.98,-0.99,0.00797,0.046
21495,chr3,29718554,29719054,501,*,5.61,5.17,5.95,-0.79,0.00798,0.0461
21498,chr8,58801333,58801833,501,*,6.61,6.31,6.85,-0.55,0.00799,0.0461
21499,chr2,202718519,202719019,501,*,3.32,2.39,3.88,-1.49,0.00799,0.0461
21500,chr9,125785107,125785607,501,*,4.94,4.46,5.3,-0.84,0.00799,0.0461
21501,chr7,98801966,98802466,501,*,7.24,6.99,7.45,-0.46,0.00799,0.0461
21502,chr14,76872751,76873564,814,*,5.8,5.45,6.09,-0.63,0.00799,0.0461
21503,chr20,51501022,51501522,501,*,5.52,5.13,5.83,-0.7,0.00799,0.0461
21504,chr3,107962832,107963332,501,*,3.96,3.26,4.42,-1.16,0.00799,0.0461
21506,chr15,57132967,57133467,501,*,5.6,5.21,5.9,-0.69,0.008,0.0462
21507,chr5,36089942,36090442,501,*,5.43,5.03,5.75,-0.72,0.008,0.0462
21508,chr3,193509539,193510039,501,*,4.33,3.62,4.81,-1.19,0.008,0.0462
21510,chr3,98893713,98894213,501,*,4.89,4.43,5.24,-0.81,0.008,0.0462
21511,chr2,51795399,51795899,501,*,4.39,3.84,4.78,-0.94,0.008,0.0462
21512,chr15,70151945,70152445,501,*,4.97,4.52,5.32,-0.8,0.008,0.0462
21513,chr2,102082941,102083441,501,*,4.91,4.43,5.27,-0.84,0.00801,0.0462
21514,chr15,48096265,48096765,501,*,4.13,3.52,4.55,-1.03,0.00801,0.0462
21515,chr10,80662619,80663119,501,*,5.67,5.3,5.97,-0.67,0.00801,0.0462
21516,chr5,115818825,115819325,501,*,4.59,4.07,4.97,-0.9,0.00801,0.0462
21517,chrX,75247072,75247572,501,*,3.96,3.23,4.44,-1.21,0.00801,0.0462
21519,chr8,125110771,125111271,501,*,3.92,3.15,4.42,-1.27,0.00801,0.0462
21520,chr1,24117678,24118178,501,*,5.56,5.17,5.86,-0.68,0.00802,0.0462
21521,chr2,39851586,39852086,501,*,4.37,3.82,4.77,-0.96,0.00802,0.0462
21522,chr8,117831429,117831929,501,*,3.98,3.28,4.45,-1.17,0.00802,0.0463
21523,chr17,69344924,69345424,501,*,4.18,3.37,4.69,-1.31,0.00802,0.0463
21524,chr1,153805254,153805754,501,*,5.93,5.57,6.22,-0.65,0.00802,0.0463
21526,chr19,50165376,50165876,501,*,5.06,4.61,5.41,-0.8,0.00803,0.0463
21527,chr1,54613995,54615261,1267,*,6.92,6.65,7.14,-0.49,0.00803,0.0463
21528,chr16,51993035,51993535,501,*,3.67,2.65,4.26,-1.62,0.00803,0.0463
21530,chr14,54690806,54691306,501,*,4.61,4.08,5,-0.92,0.00803,0.0463
21532,chrX,10769174,10770071,898,*,5.79,5.44,6.08,-0.64,0.00803,0.0463
21535,chr14,90419119,90419619,501,*,5.71,5.34,6.01,-0.67,0.00803,0.0463
21536,chr11,19804175,19804675,501,*,5.31,4.82,5.68,-0.86,0.00803,0.0463
21537,chr7,28296859,28297359,501,*,4.14,3.55,4.56,-1.02,0.00804,0.0463
21539,chr20,38231378,38231878,501,*,6.31,5.97,6.59,-0.62,0.00804,0.0463
21540,chr10,84197002,84197502,501,*,5.05,4.58,5.41,-0.83,0.00804,0.0463
21541,chr5,159510270,159510770,501,*,7.21,6.92,7.45,-0.54,0.00804,0.0463
21542,chr12,55414138,55414638,501,*,5.85,5.49,6.14,-0.65,0.00804,0.0464
21544,chr15,95026091,95026591,501,*,3.34,2.27,3.95,-1.68,0.00805,0.0464
21545,chr18,58668812,58669312,501,*,5.12,4.59,5.51,-0.93,0.00805,0.0464
21546,chr8,46029328,46030115,788,*,5.57,5.16,5.88,-0.72,0.00805,0.0464
21548,chr1,149962007,149962507,501,*,4.5,3.82,4.96,-1.13,0.00805,0.0464
21549,chr5,180783238,180783738,501,*,4.59,4.04,4.98,-0.95,0.00805,0.0464
21550,chr12,132471029,132471529,501,*,7.42,7.14,7.64,-0.5,0.00805,0.0464
21552,chr5,142548688,142549188,501,*,7.32,7.02,7.56,-0.54,0.00806,0.0464
21553,chr2,89048298,89048798,501,*,5.25,4.8,5.6,-0.8,0.00806,0.0464
21555,chr5,159132849,159133592,744,*,4.79,4.29,5.15,-0.86,0.00806,0.0464
21559,chr19,47790310,47790810,501,*,6.43,6.13,6.68,-0.54,0.00806,0.0464
21564,chr7,142104772,142105272,501,*,5.11,4.6,5.49,-0.89,0.00807,0.0464
21565,chr17,6456824,6457324,501,*,6.59,6.3,6.83,-0.54,0.00807,0.0464
21566,chr4,104490139,104490639,501,*,4.39,3.77,4.82,-1.05,0.00807,0.0464
21567,chr2,215870933,215871433,501,*,4.46,3.88,4.88,-1,0.00807,0.0465
21569,chr8,41404024,41404524,501,*,4.67,4.15,5.06,-0.9,0.00808,0.0465
21572,chr20,38935884,38936384,501,*,7.3,7.02,7.54,-0.52,0.00808,0.0465
21573,chr12,117119644,117120144,501,*,5.97,5.65,6.24,-0.59,0.00808,0.0465
21574,chr1,43059764,43060264,501,*,8.39,8.11,8.63,-0.52,0.00809,0.0465
21575,chr5,57887827,57888327,501,*,4.34,3.63,4.81,-1.18,0.00809,0.0465
21577,chr20,42567392,42567892,501,*,4.34,3.69,4.78,-1.08,0.00809,0.0465
21579,chr19,355082,355582,501,*,5.22,4.74,5.58,-0.84,0.00809,0.0466
21580,chr15,64865994,64866494,501,*,5.29,4.82,5.65,-0.82,0.00809,0.0466
21581,chr16,55021569,55022069,501,*,6.84,6.55,7.08,-0.53,0.0081,0.0466
21582,chr7,131303026,131303526,501,*,4.42,3.84,4.84,-1,0.0081,0.0466
21583,chr10,99785677,99786177,501,*,4.74,4.18,5.15,-0.97,0.0081,0.0466
21585,chr9,136558388,136558888,501,*,5.27,4.81,5.61,-0.81,0.00811,0.0466
21586,chr7,43569339,43569839,501,*,5.09,4.59,5.46,-0.87,0.00811,0.0466
21587,chr9,95332736,95333236,501,*,4.09,3.44,4.53,-1.09,0.00811,0.0466
21588,chr17,59829950,59830450,501,*,5.39,4.95,5.72,-0.77,0.00811,0.0466
21590,chr16,75288520,75289020,501,*,5.73,5.38,6.02,-0.64,0.00811,0.0466
21591,chr8,122732509,122733009,501,*,5.33,4.86,5.68,-0.81,0.00811,0.0466
21592,chr1,152052522,152053022,501,*,6.11,5.77,6.38,-0.61,0.00811,0.0466
21593,chr11,119865736,119866236,501,*,5.14,4.68,5.48,-0.8,0.00811,0.0466
21595,chr2,45238080,45238580,501,*,6.75,6.45,7,-0.56,0.00812,0.0467
21596,chr7,55548396,55548896,501,*,6.27,5.89,6.57,-0.69,0.00812,0.0467
21597,chr6,26607312,26607812,501,*,5.88,5.53,6.16,-0.62,0.00812,0.0467
21598,chr15,50183363,50183863,501,*,6,5.65,6.29,-0.63,0.00812,0.0467
21599,chr13,30796089,30796589,501,*,8.12,7.86,8.35,-0.49,0.00812,0.0467
21600,chr8,37570080,37570580,501,*,4.74,4.2,5.14,-0.94,0.00812,0.0467
21601,chr10,14386015,14386515,501,*,4.87,4.36,5.24,-0.88,0.00812,0.0467
21602,chrX,107155244,107155744,501,*,6.67,6.37,6.92,-0.55,0.00812,0.0467
21603,chr16,88287192,88287692,501,*,6.13,5.82,6.39,-0.57,0.00813,0.0467
21604,chr19,5029625,5030125,501,*,5.89,5.53,6.19,-0.66,0.00813,0.0467
21605,chr3,176814206,176814706,501,*,5.33,4.87,5.68,-0.81,0.00813,0.0467
21606,chrX,48704011,48704511,501,*,7.86,7.59,8.09,-0.51,0.00813,0.0467
21607,chr5,132771493,132771993,501,*,6.12,5.82,6.37,-0.56,0.00814,0.0467
21608,chr9,114305728,114306228,501,*,7.28,7.03,7.5,-0.47,0.00814,0.0467
21609,chr16,15928382,15928882,501,*,4.16,3.53,4.6,-1.07,0.00814,0.0467
21610,chr10,96293317,96293817,501,*,5.32,4.92,5.63,-0.71,0.00814,0.0467
21614,chr11,16820362,16820862,501,*,8,7.75,8.22,-0.47,0.00814,0.0467
21615,chr2,226985245,226985745,501,*,4.56,4.04,4.94,-0.9,0.00814,0.0467
21616,chr22,25154292,25154792,501,*,5.92,5.56,6.2,-0.65,0.00814,0.0468
21617,chr1,146387316,146387816,501,*,7.13,6.84,7.37,-0.54,0.00814,0.0468
21618,chr1,190477944,190478444,501,*,4.06,3.44,4.5,-1.06,0.00814,0.0468
21619,chr16,67290356,67290856,501,*,6.7,6.43,6.93,-0.5,0.00814,0.0468
21621,chr3,168024426,168024926,501,*,7.02,6.72,7.27,-0.55,0.00814,0.0468
21622,chr12,25949388,25949888,501,*,5.07,4.51,5.48,-0.97,0.00815,0.0468
21623,chr12,132286817,132287317,501,*,7,6.7,7.25,-0.55,0.00815,0.0468
21625,chr9,97109118,97109618,501,*,5.45,5.07,5.76,-0.69,0.00815,0.0468
21626,chr9,2216564,2217064,501,*,4.28,3.65,4.72,-1.07,0.00815,0.0468
21627,chr16,18594809,18595309,501,*,5.28,4.87,5.59,-0.73,0.00816,0.0468
21628,chr5,159504880,159505380,501,*,5.03,4.58,5.38,-0.8,0.00816,0.0468
21630,chr1,223815779,223816279,501,*,3.96,3.18,4.46,-1.28,0.00816,0.0468
21631,chr2,64784471,64784971,501,*,5.94,5.6,6.21,-0.6,0.00816,0.0468
21632,chr19,54573504,54574004,501,*,6.41,6.09,6.67,-0.58,0.00816,0.0468
21633,chr5,7321674,7322174,501,*,6.42,6.08,6.69,-0.6,0.00816,0.0468
21635,chr16,30054980,30055480,501,*,5.77,5.38,6.07,-0.69,0.00816,0.0468
21636,chr10,131755110,131755610,501,*,4.78,4.26,5.16,-0.9,0.00816,0.0468
21638,chr22,43090099,43090599,501,*,6.25,5.94,6.5,-0.55,0.00816,0.0468
21639,chr1,174398134,174398634,501,*,3.92,3.23,4.39,-1.16,0.00817,0.0468
21640,chr3,195185542,195186042,501,*,5.45,5.07,5.75,-0.68,0.00817,0.0469
21641,chr11,34653967,34654467,501,*,8.94,8.67,9.18,-0.51,0.00817,0.0469
21643,chr19,44689174,44689674,501,*,7.25,6.98,7.48,-0.5,0.00818,0.0469
21644,chr4,15756421,15756921,501,*,5.51,5.08,5.84,-0.75,0.00818,0.0469
21645,chr6,3402321,3402821,501,*,4.31,3.73,4.72,-0.98,0.00818,0.0469
